# PHASE 2A semantic review (Claude, batch reading of stem/passage/choices/official answer; PNG checked where OCR broken)
# columns: question_id<TAB>decision<TAB>codes (short, 10통사 prefix implied)<TAB>required_content (;-sep)<TAB>adaptation_note / rationale<TAB>phase2a review flags
# flags: BOUNDARY_DIRECT_ADAPTABLE, INDIRECT_CURRICULUM_LINK, DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE, OCR_UNCERTAIN
2005_SEPTEMBER_Q20	ADAPTABLE	1-04-03	혼인 제도를 사회 맥락에서 이해; 문화 상대주의 선지	문화 상대주의적 이해 문항으로 변형	
2006_CSAT_Q01	LOW	2-02-02	개인과 공동체 우선 관점	공동체주의 정의관 소재로 변형 가능, 현재 정답은 사회실재론	INDIRECT_CURRICULUM_LINK
2006_CSAT_Q02	ADAPTABLE	2-02-03,2-01-01	가족법 개정과 양성평등; 가족 개념 변화	성 불평등 해소 제도 문항으로 변형	
2006_CSAT_Q03	NONE		집단·역할 개념	집단 분류	
2006_CSAT_Q04	NONE		팀제 조직 개편	조직론	
2006_CSAT_Q05	ADAPTABLE	2-02-03	계층 구조 변화와 양극화	계층 양극화 자료 해석 문항으로 변형; 폐쇄적 계층 선지 조정	
2006_CSAT_Q06	NONE		연구 설계 분석	연구방법	
2006_CSAT_Q07	DIRECT	2-05-01,2-02-03	독거노인 증가와 빈곤·인권 문제	고령화에 따른 문제와 취약 계층	
2006_CSAT_Q08	ADAPTABLE	1-05-02	미디어 보급·이용 자료	정보화 자료 해석 문항으로 활용	
2006_CSAT_Q09	NONE		지위 획득 방식 비교	인류학 사례의 지위 논리	
2006_CSAT_Q10	DIRECT	1-04-02,1-04-04	재일교포 문패와 문화 접변 속 정체성 유지	문화 변동 양상	
2006_CSAT_Q11	ADAPTABLE	1-05-02,2-01-03	청소년 게임 셧다운제 찬반 토론	정보화 문제와 청소년 권리 쟁점	OCR_UNCERTAIN
2006_CSAT_Q12	NONE		여론 조사 방식 비교	연구방법(설문 방식)	
2006_CSAT_Q13	DIRECT	1-03-03,2-05-02	환경 보전과 개발의 조화	지속가능한 개발	
2006_CSAT_Q14	ADAPTABLE	1-05-02	농업·산업·정보 사회 비교	산업화·정보화에 따른 사회 변화 문항으로 변형	
2006_CSAT_Q15	ADAPTABLE	1-04-03	문화를 전체 맥락에서 이해(총체론)	문화 이해 태도 문항으로 변형	
2006_CSAT_Q16	DIRECT	2-02-03	복지 예산 변화와 소득 불평등·재정 문제	복지 제도 자료 해석	BOUNDARY_DIRECT_ADAPTABLE
2006_CSAT_Q17	DIRECT	1-05-01	도시 인구 증가 요인(이촌향도)	도시화 자료 해석	
2006_CSAT_Q18	LOW	1-05-02	대중 매체의 역기능	대중매체 소재	INDIRECT_CURRICULUM_LINK
2006_CSAT_Q19	NONE		도시 생태학과 일탈 이론	일탈 이론	
2006_CSAT_Q20	NONE		자료 수집 방법 도식	연구방법	
2006_JUNE_Q01	NONE		사회·문화 현상과 자연 현상	현상 특성	
2006_JUNE_Q02	NONE		임시 조직(태스크포스) 특성	조직론	
2006_JUNE_Q03	ADAPTABLE	1-04-04	농촌 국제결혼 가정·다문화 가정 자녀 차별 자료로 탐구 주제 설정	다문화 사회 현황 탐구 설계 문항(예시문항 13번 유형)으로 변형	
2006_JUNE_Q04	ADAPTABLE	2-05-01,1-05-01	지역별 고령화·인구 이동 자료 해석	인구 문제 자료 문항으로 변형; 1차적 관계 선지 조정	
2006_JUNE_Q05	NONE		갈등론·기능론 관점 판별	관점 이론	
2006_JUNE_Q06	NONE		사회 실재론	사회관	
2006_JUNE_Q07	DIRECT	1-05-03,2-02-03	국가 주도 개발의 문제(지역 격차, 수도권 집중)와 대책	지역 격차 완화·지역사회 주도 개발	
2006_JUNE_Q08	NONE		사회 이동 유형	사회 이동 분류	
2006_JUNE_Q09	ADAPTABLE	2-01-03	다양한 가족 형태에 대한 편견	소수자 편견·차별 문항으로 변형	
2006_JUNE_Q10	DIRECT	2-05-01	평균 수명·출산율 추세와 저출산·고령화 영향	인구 문제 자료 해석	
2006_JUNE_Q11	NONE		재사회화·준거집단	사회화·집단 개념	
2006_JUNE_Q12	NONE		자료 수집 방법	연구방법	
2006_JUNE_Q13	DIRECT	2-02-03,2-03-02	정규직·비정규직 임금·노동 시간 격차 자료	사회 불평등(고용 형태별 격차) 자료 해석	
2006_JUNE_Q14	ADAPTABLE	2-02-01,2-02-03	임금 격차에 대한 상반된 입장(능력·노력 vs 구조 개혁)	분배 기준·불평등 해결 관점 문항으로 변형	
2006_JUNE_Q15	NONE		질적 연구 특성	연구방법	
2006_JUNE_Q16	LOW	2-01-01	연구 윤리(개인정보·인권 침해)	인권 소재, 정답 논리는 연구 윤리	INDIRECT_CURRICULUM_LINK
2006_JUNE_Q17	NONE		역할 갈등; 성 역할 고정관념 선지	역할 개념	
2006_JUNE_Q18	NONE		사회 집단 분류	집단 분류	
2006_JUNE_Q19	NONE		자발적 결사체	집단 분류	
2006_JUNE_Q20	NONE		설문 문항 설계	연구방법	
2006_SEPTEMBER_Q01	NONE		사회 실재론	사회관	
2006_SEPTEMBER_Q02	NONE		무국가 사회의 통합 장치	인류학 사례 해석	
2006_SEPTEMBER_Q03	DIRECT	1-04-02	전통문화의 창출·재해석	현대 사회에서 전통문화의 의의	
2006_SEPTEMBER_Q04	ADAPTABLE	1-05-03,2-02-03	지역 개발 방식(거점·균형) 비교	지역 격차 완화 정책 문항으로 변형; 개발 방식 세부 비교 축소	BOUNDARY_DIRECT_ADAPTABLE
2006_SEPTEMBER_Q05	ADAPTABLE	1-04-03	자문화 중심주의; 총체론적 이해	총체론 부분을 문화 상대주의로 바꾸면 활용	
2006_SEPTEMBER_Q06	NONE		질문지법 특징	연구방법	
2006_SEPTEMBER_Q07	NONE		역할 갈등·귀속지위 자료	지위·역할 해석	
2006_SEPTEMBER_Q08	ADAPTABLE	1-05-01	산업 사회 등장과 대중 소비·대중 매체	산업화에 따른 생활양식 변화 문항으로 변형	
2006_SEPTEMBER_Q09	ADAPTABLE	2-02-03,1-05-01	산업화에 따른 계층 구조 변화	계층 구조 변화 자료 문항으로 변형; 성취지위 선지 조정	
2006_SEPTEMBER_Q10	DIRECT	2-02-03	근로 장려형 소득 지원 제도의 재분배 효과	사회 복지 제도	
2006_SEPTEMBER_Q11	NONE		연구 윤리	연구방법	
2006_SEPTEMBER_Q12	LOW	1-05-01	자본주의와 도시 형성	도시화 소재, 정답은 제시문 추론	INDIRECT_CURRICULUM_LINK
2006_SEPTEMBER_Q13	LOW	1-05-01	사회 유형별 가족 형태	가족 형태 분류 중심	INDIRECT_CURRICULUM_LINK
2006_SEPTEMBER_Q14	DIRECT	1-05-02	정보 사회 문제(사이버 폭력·전자상거래 피해)와 대책	정보화 문제 해결 방안	
2006_SEPTEMBER_Q15	NONE		사회·문화 현상과 자연 현상	현상 특성	
2006_SEPTEMBER_Q16	NONE		탐구 과제별 연구 설계	연구방법	
2006_SEPTEMBER_Q17	NONE		아노미 적응 유형	일탈 이론	
2006_SEPTEMBER_Q18	LOW	1-04-03	문화의 속성(학습성)	문화 이해 기초 소재	INDIRECT_CURRICULUM_LINK
2006_SEPTEMBER_Q19	NONE		집단·조직 분류	집단 분류	
2006_SEPTEMBER_Q20	LOW	2-02-03	불평등을 보는 기능론적 관점	불평등 소재, 정답 논리는 계층화 이론	INDIRECT_CURRICULUM_LINK
2007_CSAT_Q01	NONE		양적 연구 특징	연구방법	
2007_CSAT_Q02	NONE		사회 명목론·실재론	사회관	
2007_CSAT_Q03	NONE		조직 유형 도식	조직론	
2007_CSAT_Q04	ADAPTABLE	1-04-01,1-04-03	음식 문화의 지역적 특수성과 맥락적 이해	문화권·문화 이해 태도 문항으로 변형; 총체론 표현 조정	
2007_CSAT_Q05	DIRECT	2-02-03	계층별 소득 점유율 변화와 공공 부조·과세의 불평등 완화 효과	복지 제도·소득 불평등 자료 해석	
2007_CSAT_Q06	ADAPTABLE	1-05-02	정보 사회를 보는 낙관적·비판적 관점	정보화에 따른 변화와 문제 문항으로 변형	
2007_CSAT_Q07	NONE		조사 계획의 자료 수집 방법	연구방법	
2007_CSAT_Q08	DIRECT	1-04-02,1-04-03,2-04-01	다국적 기업과 문화 전파·접변; 자문화 중심주의·상대주의	세계화 속 문화 변동과 문화 이해 태도	
2007_CSAT_Q09	LOW	1-05-01	가족 형태 다양화와 혈연 중심 가족관 약화	가족 변화 소재	INDIRECT_CURRICULUM_LINK
2007_CSAT_Q10	NONE		사회화 기관·집단 분류	집단 분류	
2007_CSAT_Q11	LOW	2-02-03	계층 구성 요소의 세대 간 일치(빈곤 대물림)	불평등 소재, 정답 논리는 계층 구성 요소 표 해석	INDIRECT_CURRICULUM_LINK
2007_CSAT_Q12	LOW	1-04-03	문화의 속성(공유성)	문화 이해 기초 소재	INDIRECT_CURRICULUM_LINK
2007_CSAT_Q13	LOW	2-05-01	노인 문제를 보는 기능론 관점	고령화 소재, 정답 논리는 사회문제 관점	INDIRECT_CURRICULUM_LINK
2007_CSAT_Q14	ADAPTABLE	2-05-01	80세 이상 노인 가구 형태 자료	고령화·노인 문제 자료 해석으로 활용	
2007_CSAT_Q15	ADAPTABLE	1-04-02	전통 의례의 상업화(문화 변동)	문화 변동·전통문화 의의 문항으로 변형	
2007_CSAT_Q16	NONE		자료 활용의 가치 개입	연구 태도	
2007_CSAT_Q17	NONE		지위·역할·집단	지위·역할 퍼즐	
2007_CSAT_Q18	DIRECT	2-02-03,1-05-01	수도권 인구·금융 집중 자료	공간 불평등·도시화 자료 해석	
2007_CSAT_Q19	ADAPTABLE	1-05-02	일방향·쌍방향 매체와 사회 구성원의 능동성	정보화에 따른 매체 변화 문항으로 변형	
2007_CSAT_Q20	NONE		가설·자료 수집 평가	연구방법	
2007_JUNE_Q01	LOW	1-05-01	핵가족화에 따른 가족 특징	가족 형태 분류 중심	INDIRECT_CURRICULUM_LINK
2007_JUNE_Q02	NONE		관료제	조직론	
2007_JUNE_Q03	NONE		갈등론 관점	관점 이론	
2007_JUNE_Q04	NONE		지위·집단·사회 이동	지위 퍼즐	
2007_JUNE_Q05	NONE		연구 단계	연구방법(소재: 소득별 사교육비)	
2007_JUNE_Q06	NONE		집단·친족	집단 분류	
2007_JUNE_Q07	LOW	2-02-03	계층론·계급론(중산층)	불평등 소재, 정답은 계층화 이론	INDIRECT_CURRICULUM_LINK
2007_JUNE_Q08	ADAPTABLE	2-02-03	계층 구조 유형 변화와 양극화	계층 양극화 자료로 변형; 개방적 계층 선지 조정	BOUNDARY_DIRECT_ADAPTABLE
2007_JUNE_Q09	DIRECT	1-05-03	혐오 시설 입지 갈등과 지역 문제 해결	지역사회 문제의 민주적 해결	
2007_JUNE_Q10	NONE		연구 윤리	연구 윤리	
2007_JUNE_Q11	NONE		사회 현상의 가치 함축성	현상 특성	
2007_JUNE_Q12	NONE		집단·조직 분류	집단 분류	
2007_JUNE_Q13	NONE		탐구 태도	탐구 태도	
2007_JUNE_Q14	DIRECT	1-04-04,1-05-01	결혼 이민자 자녀 증가와 도시·농촌 변화	다문화 사회 현황 자료	
2007_JUNE_Q15	ADAPTABLE	1-04-04	국제결혼 통계 해석	다문화 사회 현황 자료로 활용	
2007_JUNE_Q16	NONE		사회 명목론·실재론	사회관	
2007_JUNE_Q17	NONE		연구 방법 유형	연구방법	
2007_JUNE_Q18	DIRECT	2-05-01	출생률·사망률·고령화 자료로 탐구 주제 설정	인구 문제 탐구 설계	BOUNDARY_DIRECT_ADAPTABLE
2007_JUNE_Q19	NONE		설문지 문항 설계	연구방법	
2007_JUNE_Q20	NONE		사회 이동률 표	사회 이동표	
2007_SEPTEMBER_Q01	NONE		사회 명목론·실재론(가족)	사회관	
2007_SEPTEMBER_Q02	NONE		지위·역할·집단	지위 퍼즐	
2007_SEPTEMBER_Q03	ADAPTABLE	1-04-02	문화 융합·간접 전파; 하위문화	문화 변동 양상 문항으로 변형; 하위문화 요소 제거	
2007_SEPTEMBER_Q04	LOW	2-02-03	세대 간 계층 구조 변화	계층 구조 소재, 정답 논리는 세대 간 이동·성취지위	INDIRECT_CURRICULUM_LINK
2007_SEPTEMBER_Q05	DIRECT	2-04-01,1-04-04	세계 도시 형성, 고숙련·빈곤층 양극화, 외국인 노동자 거주지	세계화의 양상(세계도시)과 문제	
2007_SEPTEMBER_Q06	NONE		여론 조사 계획 평가	연구방법	
2007_SEPTEMBER_Q07	LOW	1-05-01	사회 발달 단계별 가족 변화	가족 기능 변화 중심	INDIRECT_CURRICULUM_LINK
2007_SEPTEMBER_Q08	NONE		면접법 특징	연구방법	
2007_SEPTEMBER_Q09	NONE		일탈 이론	일탈 이론	
2007_SEPTEMBER_Q10	DIRECT	1-04-02	문화 전파가 기존 문화에 미치는 다차원적 영향	문화 변동	
2007_SEPTEMBER_Q11	DIRECT	2-05-01	도시·농촌 부양비 변화	인구 구조 자료 해석	
2007_SEPTEMBER_Q12	NONE		연구 윤리	연구 윤리	
2007_SEPTEMBER_Q13	NONE		제한된 재화 관념 사례 추론	인류학 사례	
2007_SEPTEMBER_Q14	DIRECT	1-04-03	극단적 문화 상대주의 비판과 보편 가치	문화 상대주의와 보편 윤리	
2007_SEPTEMBER_Q15	NONE		정부 조직 운영 모델	조직론	
2007_SEPTEMBER_Q16	NONE		실험 설계	연구방법	
2007_SEPTEMBER_Q17	ADAPTABLE	1-05-02	인터넷 채팅과 의사소통 방식 변화	정보화에 따른 생활양식 변화 문항으로 변형	
2007_SEPTEMBER_Q18	ADAPTABLE	2-02-03	빈곤을 불공정 분배의 결과로 보는 관점	빈곤 원인·해결 관점 문항으로 변형; 갈등론 용어 축소	BOUNDARY_DIRECT_ADAPTABLE
2007_SEPTEMBER_Q19	ADAPTABLE	2-02-03	복지 유형(보편적 권리 vs 자선)	복지 제도 문항으로 변형	
2007_SEPTEMBER_Q20	DIRECT	2-05-01,2-02-03	노령화 지수·노년 부양비와 노인 복지	고령화 자료와 노인 복지	
2008_CSAT_Q01	ADAPTABLE	1-05-03	지역 축제 문제와 주민 참여	지역사회 문제 해결 문항으로 변형	
2008_CSAT_Q02	LOW	1-05-03	지역 발전을 보는 갈등론·기능론	지역 발전 소재, 정답 논리는 관점 이론	INDIRECT_CURRICULUM_LINK
2008_CSAT_Q03	NONE		사회·문화 현상과 자연 현상	현상 특성	
2008_CSAT_Q04	ADAPTABLE	1-04-03	문화 이해 관점(총체론·비교론·상대론)	상대주의 부분 중심으로 변형	
2008_CSAT_Q05	NONE		지위·집단·사회 이동	지위 퍼즐	
2008_CSAT_Q06	LOW	2-02-01,2-02-03	계층화 이론과 분배 기준	분배 기준 소재, 정답 논리는 계층화 이론 도식	INDIRECT_CURRICULUM_LINK
2008_CSAT_Q07	LOW	1-05-01	가족의 정의와 다양한 가족	가족 개념 소재	INDIRECT_CURRICULUM_LINK
2008_CSAT_Q08	DIRECT	2-02-03,2-05-01	노인 인구의 연금·기초 생활 수급 현황	사회 보험·공공 부조 자료 해석	
2008_CSAT_Q09	NONE		집단 분류 개수	집단 분류	
2008_CSAT_Q10	NONE		자료 수집 방법 비교	연구방법	
2008_CSAT_Q11	NONE		양적·질적 연구	연구방법	
2008_CSAT_Q12	ADAPTABLE	1-04-02,1-04-04	조선족의 문화 접변과 정체성 유지	문화 변동 양상 문항으로 변형; 하위문화 요소 조정	
2008_CSAT_Q13	LOW	2-02-03	혼인 상태별 여성 가구주 분포	자료만 활용 가능	DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE
2008_CSAT_Q14	NONE		사회 문제의 성격	사회문제 정의	
2008_CSAT_Q15	DIRECT	1-05-02	인터넷 과다 사용·사이버 비방·정보 격차 조사 결과	정보화 문제 자료	
2008_CSAT_Q16	LOW	2-02-03	사회 문제를 보는 갈등론(여성 빈곤과 차별)	불평등 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2008_CSAT_Q17	NONE		조직 유형	조직론	
2008_CSAT_Q18	LOW	1-05-02	대중 매체 역기능	대중매체 소재	INDIRECT_CURRICULUM_LINK
2008_CSAT_Q19	DIRECT	2-02-03,1-05-03	지역 격차 해소 정책과 지역 반응	공간 불평등 완화 정책	
2008_CSAT_Q20	LOW	2-02-03	세대 간 계층 구성	사회 이동표 중심	INDIRECT_CURRICULUM_LINK
2008_JUNE_Q01	NONE		사회·문화 현상과 자연 현상	현상 특성	
2008_JUNE_Q02	NONE		면접 연구 과정	연구방법	
2008_JUNE_Q03	NONE		지위·역할·집단	지위 퍼즐	
2008_JUNE_Q04	NONE		집단 분류표	집단 분류	
2008_JUNE_Q05	NONE		탈관료제 조직	조직론	
2008_JUNE_Q06	ADAPTABLE	1-05-01,2-05-01	1차 산업 비율·부양비·인간관계로 본 도시화 정도	도시화에 따른 지역 변화 자료 문항으로 변형	
2008_JUNE_Q07	LOW	1-05-01	지역 유형과 가족 세대 구성	가족 유형 분류 중심	INDIRECT_CURRICULUM_LINK
2008_JUNE_Q08	NONE		기능론 관점	관점 이론	
2008_JUNE_Q09	LOW	2-04-03	통일 후 동독 주민의 가치관·지위 변화	분단·통일 소재, 정답 논리는 사회 이동·가치관	INDIRECT_CURRICULUM_LINK
2008_JUNE_Q10	NONE		연구 결과 활용 윤리	연구 윤리	
2008_JUNE_Q11	ADAPTABLE	1-05-01,2-02-03	도시 순전입 인구의 지역 분포(수도권 집중)	도시화·공간 불평등 자료로 활용	
2008_JUNE_Q12	NONE		자료 수집 방법	연구방법	
2008_JUNE_Q13	NONE		연구 단계	연구방법	
2008_JUNE_Q14	NONE		질적 연구 주제	연구방법	
2008_JUNE_Q15	LOW	2-02-03	계층론·계급론 설문	불평등 소재, 정답은 계층 이론	INDIRECT_CURRICULUM_LINK
2008_JUNE_Q16	NONE		사회 실재론	사회관	
2008_JUNE_Q17	LOW	2-05-01	인구·가구 통계와 가족 기능 변화	고령화 자료 소재, 정답은 가족 기능	INDIRECT_CURRICULUM_LINK
2008_JUNE_Q18	NONE		조직 분류	조직론	
2008_JUNE_Q19	ADAPTABLE	1-05-03,2-02-03	계층별 지역 개발 방식 선호(형평성·효율성)	지역 격차 완화 정책 쟁점 문항으로 변형	
2008_JUNE_Q20	LOW	2-02-03	계층 구성 비율과 세대 내 이동	사회 이동 중심	INDIRECT_CURRICULUM_LINK
2008_SEPTEMBER_Q01	LOW	2-02-03	불평등을 보는 갈등론	불평등 소재, 정답은 관점 판별	INDIRECT_CURRICULUM_LINK
2008_SEPTEMBER_Q02	NONE		사회 명목론·실재론	사회관	
2008_SEPTEMBER_Q03	DIRECT	2-02-03,1-05-02	계층별 정규·비정규 일자리 변화(고용 양극화)	노동 시장 양극화·불평등 자료	
2008_SEPTEMBER_Q04	LOW	1-05-01	입양에 대한 견해 조사	자료만 활용 가능	DATA_ONLY_ANSWER_LOGIC_SOCIOCULTURE
2008_SEPTEMBER_Q05	NONE		지위·역할·집단	지위 퍼즐	
2008_SEPTEMBER_Q06	DIRECT	2-02-03,1-05-01	절대·상대 빈곤율과 도시화	빈곤 자료 해석	
2008_SEPTEMBER_Q07	DIRECT	2-02-03	사회 보장 제도(사회 보험·공공 부조)의 재분배 방향	복지 제도	
2008_SEPTEMBER_Q08	NONE		질적·양적 연구	연구방법	
2008_SEPTEMBER_Q09	ADAPTABLE	1-05-02	농업·산업·탈산업(정보) 사회 특징	산업화·정보화 사회 변화 문항으로 변형	
2008_SEPTEMBER_Q10	LOW	2-05-01	노인 문제를 보는 관점	고령화 소재, 정답은 관점 이론	INDIRECT_CURRICULUM_LINK
2008_SEPTEMBER_Q11	ADAPTABLE	2-01-01,2-02-03	가족관계등록부 전환과 사생활 보호·양성평등	인권 확장·성 평등 제도 문항으로 변형	
2008_SEPTEMBER_Q12	LOW	1-04-03	두 사회의 부고 비교	문화 비교 소재	INDIRECT_CURRICULUM_LINK
2008_SEPTEMBER_Q13	LOW	1-05-01	사회 변화에 따른 문화 양상(대중·하위문화)	대중문화 이론 중심	INDIRECT_CURRICULUM_LINK
2008_SEPTEMBER_Q14	NONE		조사 설계 분석	연구방법	
